,0,1,2,3,4,5,6,7,8,9,y
1157,1,1,1,1,1,1,0,1,1,0,0
1158,1,1,0,1,1,0,0,0,0,0,1
1159,0,0,1,1,1,0,0,0,0,0,0
1160,1,0,0,1,0,0,1,1,1,0,0
1161,0,1,0,1,1,0,0,0,1,0,0
1162,0,0,0,1,1,0,1,0,0,0,0
1163,0,0,0,0,1,1,1,1,1,0,0
1164,1,0,1,1,0,0,1,1,1,1,0
1165,0,1,0,1,1,1,1,0,1,0,0
1166,0,1,1,0,1,1,0,0,1,0,0
1167,0,1,1,1,1,1,1,0,1,0,0
1168,0,0,1,1,1,1,0,0,1,1,0
1169,0,1,0,0,1,1,0,1,1,1,0
1170,0,0,0,1,0,1,1,1,0,0,0
1171,1,1,1,0,1,0,0,0,1,1,0
1172,0,1,1,1,0,1,0,0,1,0,0
1173,1,1,1,0,1,0,0,1,1,0,0
1174,1,1,0,0,0,1,0,1,0,0,1
1175,1,1,1,1,0,1,0,1,1,1,0
1176,1,1,1,1,0,1,0,0,1,0,0
1177,0,1,0,0,0,0,1,1,1,0,0
1178,1,0,1,1,0,0,1,0,1,0,0
1179,0,0,1,0,1,0,1,1,0,1,0
1180,1,1,1,1,1,1,1,0,0,0,0
1181,1,1,0,1,1,1,0,1,0,1,0
1182,1,1,0,1,0,1,0,1,1,1,0
1183,1,0,0,1,1,1,1,1,0,1,0
1184,0,1,1,1,1,1,1,0,0,1,0
1185,1,0,0,0,0,1,0,0,1,1,1
1186,1,0,0,1,0,1,0,0,0,0,1
1187,1,1,1,1,1,1,0,0,0,1,0
1188,1,0,1,0,0,0,1,1,1,1,0
1189,0,1,1,1,0,1,1,1,1,0,0
1190,0,0,0,1,1,0,0,0,0,0,1
1191,0,1,0,0,1,0,1,1,0,1,0
1192,0,1,1,0,0,0,1,1,1,0,0
1193,0,0,0,1,0,0,0,1,1,0,0
1194,1,1,0,0,1,0,0,1,0,1,1
1195,0,0,1,1,1,0,0,0,1,1,0
1196,1,1,1,0,0,0,0,1,0,0,1
1197,1,1,0,1,1,0,0,1,1,1,0
1198,1,0,0,1,0,1,0,1,0,1,0
1199,1,0,1,1,1,1,0,0,1,0,0
1200,1,0,1,1,0,0,1,0,0,1,0
1201,0,0,0,1,1,0,1,1,1,1,0
1202,1,1,0,1,0,0,1,1,1,0,0
1203,1,0,1,1,0,0,0,0,1,0,0
1204,0,1,0,1,1,1,0,0,0,0,0
1205,0,1,0,0,0,0,1,1,0,0,1
1206,1,1,0,0,1,0,0,1,1,0,0
1207,0,0,0,1,0,1,1,0,0,0,0
1208,1,1,1,1,0,0,0,1,1,1,0
1209,1,0,1,0,0,1,0,0,1,1,0
1210,1,1,1,0,1,0,0,1,1,1,0
1211,1,1,1,1,0,0,0,1,0,0,0
1212,0,1,1,0,0,0,0,1,1,1,0
1213,1,0,1,1,0,1,1,1,0,0,0
1214,0,1,0,1,0,0,1,0,0,0,1
1215,0,1,1,0,0,1,1,0,1,1,0
1216,1,1,0,0,1,1,0,0,0,1,1
1217,0,0,1,1,1,1,1,0,0,0,0
1218,0,0,1,1,0,1,1,0,1,0,0
1219,0,1,1,0,0,0,1,0,0,0,1
1220,0,0,0,1,0,0,0,1,0,0,1
1221,1,1,0,0,1,1,1,1,0,0,0
1222,0,0,0,0,1,1,0,0,0,0,1
1223,1,1,1,1,0,0,1,1,1,1,0
1224,0,0,1,1,0,0,1,1,0,1,0
1225,0,1,1,0,1,0,1,1,1,0,0
1226,0,1,1,1,1,0,0,0,0,1,0
1227,0,0,0,0,1,1,1,0,1,0,0
1228,0,1,0,1,0,1,0,0,1,0,0
1229,1,0,1,0,1,0,1,1,0,0,0
1230,1,1,0,1,1,0,1,0,0,0,0
1231,0,0,1,0,1,0,0,1,0,0,0
1232,1,0,1,0,1,0,0,0,0,0,1
1233,0,1,1,1,0,1,1,0,1,0,0
1234,0,1,0,1,1,0,0,1,0,0,0
1235,1,0,1,1,0,0,0,1,1,0,0
1236,1,0,0,0,1,0,0,1,0,1,1
1237,1,1,1,1,1,0,0,0,1,1,0
1238,1,0,1,1,0,1,0,0,1,0,0
1239,0,1,0,0,1,1,1,0,0,1,0
1240,1,0,1,1,1,1,1,0,1,0,0
1241,0,1,1,1,0,0,0,0,0,1,1
1242,0,0,0,0,1,0,1,1,1,1,0
1243,1,0,1,1,1,1,0,1,0,1,0
1244,0,0,0,0,0,1,1,0,1,0,0
1245,1,0,1,0,0,0,0,0,1,1,1
1246,1,1,0,0,0,0,1,0,0,1,1
1247,1,0,1,0,1,0,1,0,0,0,0
1248,1,1,0,1,0,0,1,1,0,0,0
1249,0,0,1,0,0,0,0,0,0,0,1
1250,1,1,0,1,0,0,1,1,0,1,0
1251,1,0,1,1,1,0,1,0,0,1,0
1252,0,1,1,1,0,0,0,1,0,1,0
1253,0,0,1,1,1,1,1,1,0,0,0
1254,0,1,0,0,1,1,0,1,0,0,0
1255,1,0,1,0,0,0,0,0,1,0,1
1256,0,0,1,0,0,1,0,0,1,0,0
1257,1,0,0,0,0,0,1,0,0,0,1
1258,1,1,1,1,1,0,0,1,1,0,0
1259,1,0,0,0,1,0,0,1,0,0,1
1260,1,1,0,0,0,0,0,1,1,0,1
1261,0,0,1,1,0,1,0,1,0,1,0
1262,0,1,0,1,1,0,0,1,1,0,0
1263,1,1,1,1,0,0,0,0,1,1,0
1264,0,0,0,1,1,1,1,0,0,0,0
1265,0,0,1,0,1,0,0,0,1,0,0
1266,1,0,0,1,0,1,0,0,1,0,0
1267,0,1,1,0,0,1,1,1,1,0,0
1268,1,1,1,0,1,1,0,1,1,0,0
1269,0,1,1,1,0,0,0,1,1,0,0
1270,0,0,1,0,1,1,1,1,0,0,0
1271,0,1,1,1,1,1,1,1,1,0,0
1272,0,1,0,1,0,0,1,0,0,1,1
1273,1,1,0,0,0,0,1,0,1,1,1
1274,1,1,1,0,0,1,1,0,0,1,0
1275,1,1,0,1,0,1,1,0,1,0,0
1276,0,1,0,0,0,1,1,1,0,0,0
1277,1,0,1,0,0,1,1,0,1,1,0
1278,0,1,0,0,1,1,1,0,1,1,0
1279,0,1,0,0,0,1,0,1,1,1,0
1280,1,0,1,1,0,0,1,1,0,0,0
1281,0,0,1,1,1,1,0,0,1,0,0
1282,0,0,1,0,0,1,1,1,1,0,0
1283,1,1,0,1,0,0,0,1,1,0,0
1284,1,0,1,1,0,0,1,1,0,1,0
1285,0,0,0,1,0,1,1,0,1,1,0
1286,0,1,0,0,1,1,1,1,1,0,0
1287,0,0,1,0,1,0,0,1,1,1,0
1288,1,0,1,1,0,1,0,0,0,0,0
1289,1,0,0,0,1,1,1,0,1,1,0
1290,1,1,0,0,0,1,0,1,1,0,0
1291,1,0,1,0,1,1,1,0,0,1,0
1292,1,1,1,0,1,0,1,0,1,0,0
1293,0,1,0,0,0,1,0,1,1,0,0
1294,1,1,0,1,0,0,0,0,1,0,1
1295,0,0,0,0,0,1,1,0,0,1,1
1296,0,0,0,0,0,0,1,0,0,1,1
1297,1,0,0,0,1,1,1,1,1,0,0
1298,1,0,1,1,0,1,0,1,1,1,0
1299,0,0,0,1,0,1,0,1,1,1,0
1300,0,1,1,1,0,1,0,1,1,0,0
1301,1,1,1,1,0,1,0,0,1,1,0
1302,1,1,1,0,0,1,1,0,0,0,0
1303,1,0,1,1,1,1,0,0,0,1,0
1304,0,0,1,1,1,0,1,0,0,1,0
1305,1,0,1,0,0,1,0,1,1,0,0
1306,1,1,0,1,1,0,0,1,0,0,0
1307,1,1,1,0,1,0,0,0,0,0,1
1308,1,1,1,1,1,1,1,1,1,0,0
1309,0,1,1,0,0,0,0,0,0,1,1
1310,0,1,1,1,0,1,1,0,0,0,0
1311,0,0,1,0,1,0,0,0,0,0,1
1312,0,0,1,0,1,1,0,0,1,1,0
1313,1,0,0,1,0,1,1,1,0,1,0
1314,1,0,0,0,1,0,0,0,1,1,1
1315,0,1,1,1,1,0,0,0,1,0,0
1316,1,1,0,0,1,1,1,0,1,1,0
1317,0,0,1,0,1,1,1,0,0,0,0
1318,1,0,1,1,1,1,1,1,1,1,0
1319,0,0,1,0,1,1,1,0,0,1,0
1320,1,1,1,1,1,0,1,1,0,0,0
1321,0,0,0,1,0,0,1,1,1,0,0
1322,0,0,0,1,1,1,0,0,0,1,0
1323,0,1,0,0,1,0,0,1,0,1,1
1324,1,0,1,0,1,0,1,1,1,1,0
