,Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc,y
410,0.42,0.32,0.48,0.16,0.5,0,0.55,0.22,0
411,0.48,0.57,0.52,0.61,0.5,0,0.51,0.22,0
412,0.83,0.53,0.52,0.2,0.5,0,0.48,0.25,0
413,0.36,0.34,0.46,0.19,0.5,0,0.52,0.22,0
414,0.51,0.43,0.47,0.19,0.5,0,0.52,0.37,0
415,0.54,0.54,0.49,0.14,0.5,0,0.56,0.22,0
416,0.44,0.41,0.44,0.13,0.5,0,0.49,0.42,0
417,0.52,0.62,0.54,0.19,0.5,0,0.5,0.22,0
418,0.53,0.44,0.47,0.22,0.5,0,0.53,0.22,0
419,0.48,0.48,0.5,0.47,0.5,0,0.55,0.22,0
420,0.46,0.14,0.36,0.21,0.5,0,0.5,0.25,1
421,0.46,0.47,0.46,0.16,0.5,0,0.51,0.22,0
422,0.52,0.49,0.57,0.57,0.5,0,0.51,0.22,0
423,0.78,0.48,0.47,0.3,0.5,0,0.53,0.47,0
424,0.49,0.62,0.65,0.18,0.5,0,0.46,0.43,0
425,0.39,0.37,0.33,0.23,0.5,0,0.53,0.26,1
426,0.39,0.37,0.56,0.15,0.5,0,0.5,0.27,0
427,0.33,0.37,0.54,0.28,0.5,0,0.53,0.27,0
428,0.39,0.37,0.33,0.23,0.5,0,0.52,0.26,1
429,0.33,0.38,0.53,0.26,0.5,0,0.52,0.27,0
430,0.47,0.54,0.54,0.48,0.5,0,0.53,0.26,0
431,0.72,0.58,0.42,0.28,0.5,0,0.48,0.22,0
432,0.41,0.41,0.51,0.19,0.5,0,0.57,0.22,0
433,0.81,0.65,0.52,0.41,0.5,0,0.57,0.26,0
434,0.5,0.49,0.52,0.2,0.5,0,0.43,0.52,0
435,0.18,0.48,0.46,0.12,0.5,0,0,0.25,0
436,0.26,0.38,0.52,0.36,0.5,0,0.48,0.56,0
437,0.53,0.51,0.51,0.11,0.5,0,0.49,0.41,0
438,0.58,0.49,0.5,0.41,0.5,0,0.57,0.22,0
439,0.62,0.6,0.47,0.16,0.5,0,0.53,0.22,0
440,0.68,0.58,0.51,0.19,0.5,0.83,0.54,0.22,0
441,0.4,0.52,0.53,0.52,0.5,0,0.51,0.22,0
442,0.51,0.47,0.41,0.44,0.5,0,0.5,0.22,1
443,0.72,0.56,0.4,0.26,0.5,0,0.51,0.26,0
444,0.49,0.44,0.45,0.22,0.5,0,0.51,0.22,0
445,0.32,0.47,0.55,0.25,0.5,0,0.49,0.22,0
446,0.46,0.57,0.52,0.28,0.5,0,0.52,0.22,0
447,0.53,0.48,0.45,0.44,0.5,0,0.49,0.27,0
448,0.49,0.48,0.46,0.63,0.5,0,0.52,0.22,0
449,0.68,0.68,0.49,0.15,0.5,0,0.53,0.22,0
450,0.55,0.49,0.45,0.18,0.5,0,0.49,0.22,0
451,0.4,0.53,0.61,0.21,0.5,0,0.48,0.33,0
452,0.57,0.44,0.42,0.2,0.5,0,0.54,0.22,0
453,0.4,0.47,0.48,0.18,0.5,0,0.46,0.22,0
454,0.34,0.54,0.54,0.13,0.5,0,0.52,0.22,0
455,0.55,0.65,0.5,0.28,0.5,0,0.55,0.22,0
456,0.29,0.46,0.54,0.27,0.5,0,0.49,0.22,0
457,0.46,0.42,0.6,0.21,0.5,0,0.4,0.22,0
458,0.8,0.81,0.55,0.35,0.5,0,0.42,0.22,0
459,0.45,0.48,0.63,0.67,0.5,0,0.48,0.22,0
460,0.66,0.52,0.52,0.44,0.5,0,0.56,0.27,0
461,0.54,0.52,0.54,0.2,0.5,0,0.55,0.25,0
462,0.37,0.31,0.53,0.16,0.5,0,0.53,0.44,0
463,0.48,0.47,0.54,0.55,0.5,0,0.51,0.65,0
464,0.6,0.59,0.45,0.23,0.5,0,0.55,0.22,0
465,0.45,0.73,0.47,0.65,0.5,0,0.54,0.43,0
466,0.66,0.54,0.49,0.16,0.5,0,0.54,0.36,0
467,0.46,0.55,0.61,0.13,0.5,0,0.47,0.22,0
468,0.42,0.5,0.53,0.22,0.5,0.83,0.5,0.22,0
469,0.66,0.66,0.32,0.54,0.5,0,0.51,0.22,0
470,0.74,0.56,0.35,0.36,0.5,0,0.51,0.25,0
471,0.89,0.52,0.41,0.26,0.5,0,0.52,0.31,0
472,0.67,0.51,0.54,0.21,0.5,0,0.43,0.3,0
473,0.58,0.46,0.46,0.34,0.5,0,0.5,0.43,0
474,0.4,0.68,0.5,0.82,0.5,0,0.44,0.36,0
475,0.59,0.57,0.43,0.26,0.5,0,0.51,0.22,0
476,0.39,0.3,0.56,0.12,0.5,0,0.53,0.38,0
477,0.6,0.62,0.54,0.4,0.5,0,0.5,0.22,0
478,0.36,0.4,0.53,0.48,0.5,0,0.48,0.22,0
479,0.51,0.42,0.56,0.38,0.5,0,0.46,0.22,0
480,0.57,0.4,0.62,0.3,0.5,0,0.48,0.11,0
481,0.52,0.5,0.59,0.31,0.5,0,0.5,0.22,0
482,0.42,0.53,0.53,0.64,0.5,0,0.47,0.22,0
483,0.5,0.46,0.64,0.36,0.5,0,0.49,0.22,0
484,0.6,0.51,0.6,0.38,0.5,0.83,0.52,0.24,0
485,0.6,0.57,0.64,0.52,0.5,0,0.47,0.28,0
486,0.53,0.42,0.58,0.29,0.5,0,0.5,0.22,0
487,0.41,0.52,0.53,0.41,0.5,0,0.39,0.33,0
488,0.45,0.43,0.63,0.4,0.5,0,0.59,0.11,0
489,0.44,0.44,0.67,0.35,0.5,0,0.48,0.26,0
490,0.57,0.61,0.55,0.27,0.5,0,0.44,0.21,0
491,0.57,0.58,0.58,0.35,0.5,0,0.49,0.22,0
492,0.56,0.5,0.61,0.49,0.5,0,0.46,0.28,0
493,0.6,0.46,0.59,0.16,0.5,0,0.49,0.22,0
494,0.36,0.38,0.56,0.44,0.5,0,0.48,0.22,0
495,0.53,0.52,0.61,0.35,0.5,0,0.5,0.22,0
496,0.62,0.59,0.54,0.47,0.5,0,0.46,0.22,0
497,0.55,0.5,0.6,0.31,0.5,0,0.46,0.27,0
498,0.58,0.53,0.57,0.46,0.5,0,0.51,0.27,0
499,0.65,0.53,0.55,0.52,0.5,0,0.47,0.27,0
500,0.58,0.53,0.5,0.53,0.5,0,0.47,0.31,0
501,0.61,0.46,0.51,0.37,0.5,0,0.51,0.22,0
502,0.55,0.59,0.47,0.64,0.5,0,0.54,0.33,0
503,0.54,0.64,0.5,0.13,0.5,0,0.49,0.22,0
504,0.4,0.74,0.49,0.16,0.5,0,0.51,0.22,0
505,0.76,0.76,0.35,0.27,0.5,0,0.44,0.22,0
506,0.51,0.56,0.51,0.42,0.5,0,0.53,0.36,0
507,0.43,0.32,0.5,0.29,0.5,0,0.5,0.22,0
508,0.49,0.44,0.45,0.55,0.5,0,0.48,0.22,0
509,0.32,0.45,0.44,0.2,0.5,0,0.55,0.33,0
510,0.51,0.6,0.51,0.26,0.5,0,0.54,0.22,0
511,0.49,0.46,0.42,0.46,0.5,0,0.55,0.22,0
512,0.5,0.56,0.49,0.61,0.5,0,0.5,0.22,0
513,0.52,0.38,0.62,0.12,0.5,0,0.41,0.28,0
514,0.51,0.56,0.62,0.24,0.5,0,0.52,0.51,0
515,0.46,0.44,0.53,0.31,0.5,0,0.48,0.22,0
516,0.58,0.57,0.54,0.69,0.5,0,0.54,0.22,0
517,0.61,0.59,0.47,0.49,0.5,0,0.54,0.22,0
518,0.63,0.47,0.56,0.12,0.5,0,0.5,0.22,0
519,0.55,0.53,0.54,0.4,0.5,0,0.48,0.22,0
520,0.41,0.47,0.58,0.62,0.5,0,0.5,0.22,0
521,0.44,0.53,0.53,0.37,0.5,0,0.51,0.22,0
522,0.57,0.4,0.48,0.24,0.5,0,0.55,0.22,0
523,0.46,0.46,0.56,0.12,0.5,0,0.55,0.22,0
524,0.47,0.46,0.55,0.28,0.5,0,0.44,0.46,0
525,0.39,0.35,0.49,0.17,0.5,0,0.49,0.22,0
526,0.58,0.38,0.4,0.21,0.5,0,0.5,0.22,0
527,0.53,0.41,0.5,0.24,1,0,0.47,0.22,0
528,0.43,0.4,0.5,0.18,0.5,0,0.5,0.28,0
529,0.41,0.59,0.46,0.19,0.5,0,0.36,0.22,0
530,0.58,0.56,0.52,0.25,0.5,0,0.57,0.35,0
531,0.51,0.65,0.53,0.19,0.5,0,0.49,0.22,0
532,0.81,0.79,0.32,0.37,0.5,0,0.41,0.22,0
533,0.44,0.41,0.29,0.21,0.5,0,0.49,0.22,1
534,0.49,0.6,0.55,0.17,0.5,0,0.44,0.22,0
535,0.56,0.63,0.52,0.2,0.5,0,0.34,0.26,0
536,0.42,0.28,0.57,0.18,0.5,0,0.42,0.22,0
537,0.51,0.46,0.54,0.41,0.5,0,0.53,0.22,0
538,0.37,0.41,0.45,0.14,0.5,0,0.47,0.22,0
539,0.37,0.51,0.57,0.4,0.5,0,0.48,0.27,0
540,0.36,0.39,0.55,0.26,0.5,0,0.49,0.22,0
541,0.5,0.36,0.53,0.41,0.5,0,0.55,0.36,0
542,0.59,0.58,0.39,0.52,0.5,0,0.5,0.31,0
543,0.78,0.63,0.53,0.13,0.5,0,0.54,0.22,0
544,0.47,0.59,0.37,0.31,0.5,0,0.51,0.36,0
545,0.48,0.62,0.52,0.3,0.5,0,0.51,0.37,0
546,0.48,0.54,0.53,0.6,0.5,0,0.53,0.31,0
547,0.33,0.46,0.53,0.29,0.5,0,0.5,0.55,0
548,0.39,0.34,0.68,0.3,0.5,0,0.5,0.29,0
549,0.11,0.41,0.67,0.13,0.5,0,0.45,0.29,0
550,0.4,0.53,0.44,0.18,0.5,0,0.54,0.31,0
551,0.47,0.5,0.55,0.19,0.5,0,0.62,0.22,0
552,0.35,0.5,0.44,0.27,0.5,0,0.51,0.22,0
553,0.36,0.3,0.5,0.19,0.5,0,0.55,0.3,0
554,0.49,0.44,0.51,0.18,0.5,0,0.52,0.27,0
555,0.35,0.44,0.54,0.26,0.5,0,0.52,0.26,0
556,0.43,0.28,0.53,0.34,0.5,0,0.55,0.57,0
557,0.33,0.48,0.55,0.16,0.5,0,0.53,0.75,0
558,0.44,0.34,0.61,0.13,0.5,0,0.49,0.26,0
559,0.87,0.47,0.6,0.47,0.5,0,0.59,0.22,0
560,0.3,0.55,0.58,0.16,0.5,0,0.61,0.28,0
561,0.75,0.67,0.51,0.29,0.5,0,0.52,0.36,0
562,0.47,0.47,0.5,0.15,0.5,0,0.5,0.48,0
563,0.51,0.34,0.49,0.16,0.5,0,0.53,0.21,0
564,0.45,0.41,0.58,0.48,0.5,0,0.53,0.64,0
565,0.9,0.54,0.59,0.2,0.5,0,0.48,0.22,0
566,0.88,0.59,0.54,0.39,0.5,0,0.41,0.3,0
567,0.7,0.51,0.47,0.24,0.5,0,0.53,0.25,0
568,0.25,0.36,0.58,0.3,0.5,0,0.58,0.31,0
569,0.69,0.62,0.49,0,1,0,0.47,0.22,0
570,0.83,0.57,0.42,0.57,0.5,0,0.5,0.32,0
571,0.43,0.38,0.38,0.12,0.5,0,0.5,0.22,0
572,0.78,0.65,0.4,0.16,0.5,0,0.63,0.22,0
573,0.52,0.64,0.34,0.16,0.5,0,0.57,0.22,0
574,0.41,0.49,0.58,0.22,0.5,0,0.52,0.22,0
575,0.58,0.51,0.56,0.16,0.5,0,0.34,0.22,0
576,0.48,0.49,0.45,0.23,0.5,0,0.51,0.22,1
577,0.39,0.42,0.49,0.1,0.5,0,0.49,0.65,0
578,0.31,0.42,0.48,0.17,0.5,0,0.49,0.53,0
579,0.76,0.67,0.37,0.22,0.5,0,0.54,0.22,0
580,0.28,0.48,0.56,0.16,0.5,0,0.48,0.26,0
581,0.69,0.39,0.52,0.12,0.5,0,0.38,0.35,0
582,0.64,0.52,0.5,0.26,0.5,0,0.51,0.31,0
583,0.56,0.48,0.5,0.3,0.5,0,0.51,0.22,0
584,0.47,0.43,0.59,0.27,0.5,0,0.55,0.22,0
585,0.68,0.59,0.44,0.49,0.5,0,0.4,0.26,0
586,0.5,0.51,0.57,0.27,0.5,0,0.48,0.22,0
587,0.53,0.51,0.36,0.13,0.5,0,0.52,0.22,1
588,0.6,0.54,0.54,0.53,0.5,0,0.52,0.27,0
589,0.49,0.52,0.53,0.7,0.5,0,0.51,0.22,0
590,0.51,0.46,0.57,0.25,0.5,0,0.53,0.22,0
591,0.49,0.45,0.46,0.18,0.5,0,0.49,0.31,0
592,0.52,0.46,0.51,0.18,0.5,0,0.5,0.22,0
593,0.39,0.58,0.5,0.1,0.5,0,0.51,0.25,0
594,0.7,0.84,0.49,0.28,1,0,0.58,0.22,0
595,0.61,0.46,0.44,0.47,0.5,0,0.5,0.37,0
596,0.41,0.48,0.38,0.13,0.5,0,0.51,0.35,1
597,0.37,0.42,0.6,0.13,0.5,0,0.51,0.22,0
598,0.45,0.58,0.59,0.44,0.5,0,0.56,0.22,0
599,0.74,0.89,0.32,0.24,0.5,0,0.54,0.32,0
600,0.28,0.46,0.26,0.18,0.5,0,0.39,0.22,0
601,0.51,0.46,0.49,0.21,0.5,0,0.55,0.22,0
602,0.8,0.82,0.57,0.26,0.5,0,0.57,0.27,0
603,0.46,0.49,0.45,0.28,0.5,0,0.55,0.22,0
604,0.4,0.36,0.55,0.15,0.5,0,0.53,0.22,0
605,0.67,0.46,0.58,0.3,0.5,0,0.57,0.27,0
606,0.5,0.32,0.49,0.49,0.5,0,0.48,0.32,0
607,0.45,0.53,0.47,0.43,0.5,0,0.5,0.27,0
608,0.75,0.6,0.43,0.35,0.5,0,0.45,0.27,0
609,0.56,0.68,0.52,0.39,0.5,0,0.36,0.22,0
610,0.59,0.45,0.58,0.21,0.5,0,0.49,0.22,0
611,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,0
612,0.59,0.58,0.47,0.61,0.5,0,0.44,0.3,0
613,0.5,0.57,0.62,0.25,0.5,0,0.51,0.22,0
614,0.57,0.49,0.5,0.2,0.5,0,0.51,0.28,0
615,0.62,0.43,0.49,0.29,0.5,0,0.5,0.27,0
616,0.45,0.41,0.49,0.14,1,0,0.53,0.3,0
617,0.47,0.49,0.6,0.15,0.5,0,0.38,0.22,0
618,0.41,0.48,0.54,0.24,0.5,0,0.37,0.51,0
619,0.48,0.42,0.48,0.19,0.5,0,0.58,0.22,0
620,0.43,0.45,0.53,0.19,0.5,0,0.56,0.22,0
621,0.48,0.46,0.58,0.26,0.5,0,0.44,0.22,0
622,0.74,0.72,0.5,0.28,0.5,0,0.5,0.27,0
623,0.38,0.62,0.52,0.14,0.5,0,0.53,0.22,0
624,0.77,0.72,0.48,0.26,0.5,0,0.51,0.22,0
625,0.44,0.42,0.57,0.22,0.5,0,0.5,0.25,0
626,0.74,0.74,0.51,0.27,0.5,0,0.5,0.22,0
627,0.39,0.81,0.35,0.28,0.5,0,0.51,0.45,1
628,0.38,0.45,0.37,0.19,0.5,0,0.52,0.3,1
629,0.4,0.37,0.54,0.13,0.5,0,0.48,0.22,0
630,0.31,0.3,0.34,0.19,0.5,0,0.55,0.3,1
631,0.5,0.42,0.57,0.49,0.5,0,0.48,0.27,0
632,0.59,0.61,0.51,0.62,0.5,0,0.51,0.38,0
633,0.45,0.4,0.43,0.22,0.5,0,0.51,0.48,0
634,0.77,0.78,0.51,0.28,0.5,0,0.33,0.22,0
635,0.74,0.71,0.52,0.3,0.5,0,0.27,0.22,0
636,0.77,0.73,0.51,0.27,0.5,0,0.34,0.22,0
637,0.47,0.61,0.5,0.23,0.5,0,0.49,0.22,1
638,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22,0
639,0.49,0.6,0.3,0.34,0.5,0,0.5,0.43,1
640,0.27,0.56,0.3,0.14,0.5,0,0.52,0.39,1
641,0.4,0.39,0.33,0.17,0.5,0,0.51,0.31,0
642,0.55,0.51,0.54,0.2,0.5,0,0.56,0.22,0
643,0.95,0.71,0.27,0.39,0.5,0,0.31,0.22,0
644,0.97,0.71,0.29,0.42,0.5,0,0.35,0.22,0
645,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4,1
646,0.39,0.49,0.3,0.19,0.5,0,0.52,0.31,1
647,0.38,0.48,0.51,0.13,0.5,0,0.5,0.32,0
648,0.27,0.49,0.36,0.26,0.5,0,0.49,0.26,1
649,0.49,0.48,0.52,0.2,0.5,0,0.55,0.22,0
650,0.36,0.39,0.54,0.16,0.5,0,0.5,0.28,0
651,0.54,0.53,0.48,0.14,0.5,0,0.49,0.33,0
652,0.37,0.48,0.5,0.26,0.5,0,0.52,0.39,0
653,0.25,0.39,0.5,0.23,0.5,0,0.5,0.28,0
654,0.56,0.5,0.56,0.26,0.5,0,0.53,0.27,0
655,0.41,0.53,0.41,0.15,0.5,0,0.54,0.25,0
656,0.5,0.45,0.53,0.21,0.5,0,0.28,0.22,0
657,0.66,0.55,0.34,0.2,0.5,0,0.62,0.22,1
658,0.42,0.65,0.58,0.34,0.5,0,0.5,0.22,0
659,0.45,0.47,0.53,0.15,0.5,0,0.52,0.27,0
660,0.42,0.28,0.51,0.23,0.5,0,0.53,0.27,0
661,0.51,0.48,0.46,0.29,0.5,0,0.54,0.22,0
662,0.63,0.55,0.53,0.51,0.5,0,0.55,0.22,0
663,0.55,0.63,0.54,0.16,0.5,0,0.45,0.27,0
664,0.53,0.59,0.48,0.14,0.5,0,0.51,0.22,0
665,0.42,0.53,0.57,0.17,0.5,0,0.49,0.22,0
666,0.52,0.46,0.56,0.2,0.5,0,0.5,0.22,0
667,0.53,0.43,0.57,0.24,0.5,0,0.39,0.28,0
668,0.33,0.35,0.56,0.19,0.5,0,0.5,0.22,0
669,0.45,0.48,0.56,0.56,0.5,0,0.47,0.22,0
670,0.56,0.48,0.5,0.17,0.5,0,0.51,0.26,0
671,0.77,0.57,0.45,0.17,0.5,0,0.53,0.22,0
672,0.56,0.59,0.54,0.18,0.5,0,0.48,0.46,0
673,0.33,0.39,0.52,0.09,0.5,0,0.47,0.28,0
674,0.48,0.41,0.54,0.39,0.5,0,0.51,0.22,0
675,0.3,0.3,0.46,0.32,0.5,0,0.45,0.22,0
676,0.38,0.26,0.6,0.1,0.5,0,0.48,0.44,0
677,0.62,0.41,0.52,0.17,0.5,0,0.48,0.22,0
678,0.52,0.37,0.48,0.13,0.5,0,0.55,0.22,0
679,0.32,0.48,0.49,0.17,0.5,0,0.47,0.22,0
680,0.34,0.35,0.58,0.2,0.5,0,0.46,0.32,0
681,0.33,0.21,0.53,0.15,1,0,0.52,0.5,0
682,0.49,0.45,0.57,0.24,0.5,0,0.47,0.38,0
683,0.4,0.28,0.48,0.06,0.5,0,0.49,0.42,0
684,0.51,0.39,0.56,0.25,0.5,0,0.51,0.33,0
685,0.45,0.45,0.52,0.17,0.5,0,0.54,0.22,0
686,0.28,0.51,0.55,0.19,0.5,0,0.57,0.22,0
687,0.51,0.51,0.56,0.28,0.5,0,0.54,0.27,0
688,0.59,0.46,0.48,0.46,0.5,0,0.49,0.22,0
689,0.51,0.46,0.4,0.65,0.5,0,0.49,0.22,0
690,0.37,0.44,0.51,0.56,0.5,0,0.5,0.38,0
691,0.81,0.55,0.35,0.34,0.5,0,0.51,0.22,0
692,0.53,0.45,0.53,0.18,0.5,0,0.42,0.22,0
693,0.45,0.27,0.5,0.33,0.5,0,0.53,0.26,0
694,0.48,0.5,0.56,0.11,0.5,0,0.33,0.22,0
695,0.35,0.47,0.53,0.19,0.5,0,0.48,0.22,0
696,0.6,0.59,0.47,0.47,0.5,0,0.53,0.22,0
697,0.45,0.53,0.51,0.42,0.5,0,0.52,0.22,0
698,0.29,0.4,0.41,0.48,0.5,0,0.53,0.3,0
699,0.58,0.53,0.33,0.26,0.5,0,0.51,0.22,1
700,0.46,0.43,0.5,0.24,0.5,0,0.48,0.31,0
701,0.43,0.46,0.5,0.21,0.5,0,0.49,0.34,0
702,0.49,0.45,0.54,0.4,0.5,0,0.55,0.22,0
703,0.64,0.53,0.59,0.14,0.5,0,0.53,0.22,0
704,0.57,0.6,0.54,0.17,0.5,0,0.52,0.22,0
705,0.38,0.31,0.59,0.19,0.5,0,0.46,0.22,0
706,0.24,0.41,0.47,0.16,0.5,0,0.51,0.38,0
707,0.33,0.28,0.5,0.4,0.5,0,0.46,0.61,0
708,0.39,0.44,0.54,0.24,0.5,0,0.51,0.49,0
709,0.43,0.48,0.53,0.18,0.5,0,0.46,0.22,0
710,0.47,0.43,0.48,0.16,0.5,0,0.46,0.27,0
711,0.52,0.5,0.51,0.2,0.5,0,0.51,0.22,0
712,0.33,0.28,0.52,0.15,0.5,0,0.51,0.86,0
713,0.36,0.48,0.5,0.13,0.5,0,0.49,0.6,0
714,0.45,0.54,0.49,0.29,0.5,0,0.49,0.25,0
715,0.55,0.59,0.53,0.15,0.5,0,0.49,0.22,0
716,0.43,0.41,0.51,0.34,0.5,0,0.49,0.28,0
717,0.64,0.5,0.53,0.1,0.5,0,0.51,0.22,0
718,0.41,0.52,0.56,0.26,0.5,0,0.48,0.32,0
719,0.48,0.47,0.59,0.41,0.5,0,0.56,0.27,0
720,0.49,0.49,0.51,0.29,0.5,0,0.52,0.71,0
721,0.41,0.52,0.51,0.22,0.5,0,0.52,0.44,0
722,0.51,0.61,0.5,0.23,0.5,0,0.52,0.61,0
723,0.59,0.47,0.51,0.53,0.5,0,0.53,0.26,0
724,0.4,0.6,0.5,0.16,0.5,0,0.51,0.22,0
725,0.61,0.46,0.54,0.11,0.5,0,0.47,0.22,0
726,0.66,0.55,0.54,0.18,0.5,0,0.43,0.22,0
727,0.53,0.46,0.54,0.37,0.5,0,0.51,0.3,0
728,0.41,0.41,0.43,0.61,0.5,0,0.53,0.22,0
729,0.58,0.31,0.6,0.12,0.5,0,0.47,0.33,0
730,0.44,0.33,0.55,0.16,0.5,0,0.49,0.22,0
731,0.57,0.55,0.52,0.16,0.5,0,0.49,0.39,0
732,0.45,0.66,0.39,0.11,0.5,0,0.54,0.22,1
733,0.32,0.49,0.53,0.28,0.5,0,0.5,0.5,0
734,0.35,0.42,0.56,0.28,0.5,0,0.47,0.22,0
735,0.47,0.47,0.54,0.19,0.5,0,0.51,0.33,0
736,0.34,0.58,0.5,0.26,0.5,0,0.51,0.22,0
737,0.55,0.45,0.58,0.25,0.5,0,0.49,0.22,0
738,0.4,0.66,0.34,0.21,0.5,0,0.52,0.26,0
739,0.42,0.21,0.59,0.3,0.5,0,0.47,0.27,0
740,0.6,0.48,0.46,0.32,0.5,0,0.4,0.33,0
741,0.64,0.44,0.51,0.35,0.5,0,0.53,0.22,0
742,0.35,0.4,0.44,0.25,0.5,0,0.53,0.57,0
743,0.55,0.38,0.64,0.42,0.5,0,0.47,0.22,0
744,0.45,0.43,0.5,0.25,0.5,0,0.47,0.22,0
745,0.47,0.53,0.48,0.51,0.5,0,0.54,0.22,0
746,0.45,0.49,0.57,0.25,0.5,0,0.48,0.22,0
747,0.45,0.52,0.5,0.12,0.5,0,0.6,0.22,0
748,0.56,0.51,0.32,0.49,0.5,0,0.48,0.22,0
749,0.47,0.45,0.51,0.33,0.5,0,0.46,0.26,0
750,0.43,0.44,0.64,0.19,0.5,0,0.38,0.33,0
751,0.38,0.4,0.59,0.25,0.5,0,0.44,0.22,0
752,0.39,0.39,0.59,0.25,0.5,0,0.45,0.22,0
753,0.54,0.55,0.56,0.14,0.5,0,0.5,0.25,0
754,0.45,0.5,0.57,0.29,0.5,0,0.44,0.11,0
755,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,0
756,0.43,0.33,0.54,0.37,0.5,0,0.38,0.16,0
757,0.51,0.39,0.58,0.19,0.5,0,0.47,0.22,0
758,0.72,0.51,0.52,0.08,0.5,0,0.54,0.22,0
759,0.56,0.49,0.54,0.15,0.5,0,0.5,0.35,0
760,0.57,0.37,0.43,0.27,0.5,0,0.53,0.28,0
761,0.57,0.49,0.61,0.26,0.5,0,0.52,0.22,0
762,0.48,0.45,0.63,0.19,0.5,0,0.58,0.22,0
763,0.54,0.57,0.55,0.18,0.5,0,0.5,0.22,0
764,0.38,0.44,0.55,0.44,0.5,0,0.47,0.51,0
765,0.4,0.3,0.57,0.13,0.5,0,0.46,0.22,0
766,0.27,0.31,0.55,0.13,0.5,0,0.5,0.22,0
767,0.52,0.46,0.56,0.25,0.5,0,0.52,0.22,0
768,0.34,0.47,0.48,0.32,0.5,0,0.42,0.22,0
769,0.5,0.56,0.63,0.25,0.5,0,0.42,0.22,0
770,0.46,0.53,0.47,0.37,0.5,0,0.51,0.36,0
771,0.57,0.42,0.63,0.22,0.5,0,0.68,0.32,0
772,0.37,0.45,0.53,0.14,0.5,0,0.49,0.22,0
773,0.36,0.49,0.55,0.21,0.5,0,0.55,0.33,0
774,0.29,0.4,0.5,0.16,0.5,0,0.51,0.34,0
775,0.37,0.3,0.51,0.15,0.5,0,0.58,0.26,0
776,0.35,0.33,0.48,0.42,0.5,0,0.47,0.43,0
777,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,0
778,0.46,0.35,0.69,0.18,0.5,0,0.3,0.25,0
779,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,0
780,0.57,0.43,0.52,0.3,0.5,0,0.37,0.11,0
781,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,0
782,0.59,0.51,0.48,0.12,0.5,0,0.54,0.31,0
783,0.61,0.53,0.59,0.17,0.5,0,0.44,0.28,0
784,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,0
785,0.61,0.48,0.56,0.19,0.5,0,0.53,0.31,0
786,0.44,0.56,0.52,0.18,0.5,0,0.5,0.11,0
787,0.37,0.44,0.64,0.48,0.5,0,0.36,0.27,0
788,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,0
789,0.72,0.37,0.63,0.38,0.5,0,0.4,0.14,0
790,0.44,0.36,0.64,0.45,0.5,0,0.53,0.11,0
791,0.58,0.45,0.55,0.27,0.5,0,0.48,0.11,0
792,0.43,0.33,0.67,0.12,0.5,0,0.43,0.23,0
793,0.58,0.44,0.5,0.26,0.5,0,0.52,0.22,0
794,0.38,0.43,0.53,0.22,0.5,0,0.48,0.11,0
795,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,0
796,0.4,0.45,0.61,0.29,0.5,0,0.44,0.22,0
797,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,0
798,0.34,0.34,0.65,0.4,0.5,0,0.32,0.16,0
799,0.43,0.22,0.79,0.79,0.5,0,0.22,0,0
800,0.35,0.21,1,0.8,0.5,0,0.13,0.01,0
801,0.56,0.35,0.47,0.35,0.5,0,0.52,0.22,0
802,0.54,0.44,0.55,0.48,0.5,0,0.47,0.22,0
803,0.35,0.39,0.56,0.2,0.5,0,0.49,0.41,0
804,0.48,0.46,0.58,0.16,0.5,0,0.45,0.22,0
805,0.48,0.55,0.48,0.1,0.5,0,0.55,0.22,0
806,0.69,0.54,0.55,0.23,0.5,0,0.73,0.22,0
807,0.42,0.49,0.49,0.36,0.5,0,0.57,0.26,0
808,0.44,0.62,0.53,0.27,0.5,0,0.49,0.22,0
809,0.56,0.61,0.52,0.19,0.5,0,0.52,0.32,0
810,0.46,0.33,0.45,0.22,0.5,0,0.41,0.37,0
811,0.52,0.43,0.61,0.22,0.5,0,0.45,0.22,0
812,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,0
813,0.32,0.44,0.54,0.21,0.5,0,0.4,0.19,0
814,0.48,0.41,0.52,0.33,0.5,0,0.51,0.26,0
815,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,0
816,0.46,0.39,0.54,0.22,0.5,0,0.48,0.25,0
817,0.42,0.5,0.64,0.13,0.5,0,0.49,0.22,0
818,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,0
819,0.46,0.54,0.59,0.41,0.5,0,0.53,0.21,0
